Paper	Intervention	Outcome	Efficacy	eNNT	GRADE	AMSTAR	k	Design	Age	BD_stage	Comparison	Comparison_type	TE	seTE	Rank	Meta_review	invTE	TE_lo	TE_up	Intervention_acro	Comparison_acro	Outcome_acro
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	fluoxetine	Discontinuation, due to any cause (Acceptability)	"eSMD=0.13 [0.02, 0.25] <br> <img src=""https://www.linkpicture.com/q/Diapositive12.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=13.65	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0.13	0.06	II (Moderate)	Bahji A., 2021 (NMA)	-0.13	0.02	0.25	fluo	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	lamotrigine	Discontinuation, due to any cause (Acceptability)	"eSMD=0.08 [-0.07, 0.23] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=22.17	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0.08	0.08	II (Moderate)	Bahji A., 2021 (NMA)	-0.08	-0.07	0.23	lam	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	sAME	Discontinuation, due to any cause (Acceptability)	"eSMD=0.06 [-0.89, 1.01] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=29.55	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0.06	0.48	II (Moderate)	Bahji A., 2021 (NMA)	-0.06	-0.89	1.01	sAME	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	imipramine	Discontinuation, due to any cause (Acceptability)	"eSMD=0.06 [-0.12, 0.25] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=29.55	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0.06	0.09	II (Moderate)	Bahji A., 2021 (NMA)	-0.06	-0.12	0.25	imp	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	coenzyme Q10	Discontinuation, due to any cause (Acceptability)	"eSMD=0.05 [-1.47, 1.55] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=35.46	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0.05	0.77	II (Moderate)	Bahji A., 2021 (NMA)	-0.05	-1.47	1.55	coQ10	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	n-acetyl cysteine	Discontinuation, due to any cause (Acceptability)	"eSMD=0.01 [-0.19, 0.2] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=177.25	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0.01	0.1	II (Moderate)	Bahji A., 2021 (NMA)	-0.01	-0.19	0.2	nac	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	armodafinil	Discontinuation, due to any cause (Acceptability)	"eSMD=0.01 [-0.1, 0.11] <br> <img src=""https://www.linkpicture.com/q/Diapositive11.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=177.25	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0.01	0.05	II (Moderate)	Bahji A., 2021 (NMA)	-0.01	-0.1	0.11	armo	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	creatine	Discontinuation, due to any cause (Acceptability)	"eSMD=0 [-1.47, 1.47] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=Inf	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0	0.75	II (Moderate)	Bahji A., 2021 (NMA)	0	-1.47	1.47	creatine	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	memantine	Discontinuation, due to any cause (Acceptability)	"eSMD=0 [-0.05, 0.05] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNT=Inf	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	0	0.03	II (Moderate)	Bahji A., 2021 (NMA)	0	-0.05	0.05	mem	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	paroxetine+bupropion	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.01 [-0.17, 0.15] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=177.25	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.01	0.08	II (Moderate)	Bahji A., 2021 (NMA)	0.01	-0.17	0.15	par+bup	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	acetylsalicylic acid	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.02 [-0.52, 0.49] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=88.63	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.02	0.26	II (Moderate)	Bahji A., 2021 (NMA)	0.02	-0.52	0.49	asa	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	minocycline	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.03 [-0.65, 0.59] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=59.09	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.03	0.32	II (Moderate)	Bahji A., 2021 (NMA)	0.03	-0.65	0.59	mino	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	pindolol	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.03 [-0.19, 0.13] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=59.09	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.03	0.08	II (Moderate)	Bahji A., 2021 (NMA)	0.03	-0.19	0.13	pin	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	vitD3	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.03 [-0.7, 0.63] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=59.09	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.03	0.34	II (Moderate)	Bahji A., 2021 (NMA)	0.03	-0.7	0.63	vitD3	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	omega3	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.04 [-0.21, 0.13] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=44.32	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.04	0.09	II (Moderate)	Bahji A., 2021 (NMA)	0.04	-0.21	0.13	omega3	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	agomelatin	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.05 [-0.25, 0.15] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=35.46	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.05	0.1	II (Moderate)	Bahji A., 2021 (NMA)	0.05	-0.25	0.15	ago	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	lurasidone	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.07 [-0.25, 0.1] <br> <img src=""https://www.linkpicture.com/q/Diapositive10.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=25.33	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.07	0.09	II (Moderate)	Bahji A., 2021 (NMA)	0.07	-0.25	0.1	lur	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	dextromethorphan	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.12 [-0.3, 0.07] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=14.79	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.12	0.09	II (Moderate)	Bahji A., 2021 (NMA)	0.12	-0.3	0.07	dexm	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	ketamine	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.13 [-0.61, 0.35] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=13.65	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.13	0.24	II (Moderate)	Bahji A., 2021 (NMA)	0.13	-0.61	0.35	ket	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	pioglitazone	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.14 [-0.66, 0.38] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=12.68	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.14	0.27	II (Moderate)	Bahji A., 2021 (NMA)	0.14	-0.66	0.38	pio	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	ziprasidone	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.17 [-0.34, 0.02] <br> <img src=""https://www.linkpicture.com/q/Diapositive9.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=10.45	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.17	0.09	II (Moderate)	Bahji A., 2021 (NMA)	0.17	-0.34	0.02	zip	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	bupropion	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.19 [-1.55, 1.22] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=9.36	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.19	0.71	II (Moderate)	Bahji A., 2021 (NMA)	0.19	-1.55	1.22	bup	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	minocycline+acetylsalicylic acid	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.2 [-0.7, 0.29] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=8.89	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.2	0.25	II (Moderate)	Bahji A., 2021 (NMA)	0.2	-0.7	0.29	mino+asa	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	levetiracetam	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.24 [-0.79, 0.32] <br> <img src=""https://www.linkpicture.com/q/Diapositive8.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=7.42	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.24	0.28	II (Moderate)	Bahji A., 2021 (NMA)	0.24	-0.79	0.32	levt	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	pregnenolone	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.29 [-0.76, 0.2] <br> <img src=""https://www.linkpicture.com/q/Diapositive7.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=6.15	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.29	0.24	II (Moderate)	Bahji A., 2021 (NMA)	0.29	-0.76	0.2	preg	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	t3 hormone	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.29 [-1.93, 1.39] <br> <img src=""https://www.linkpicture.com/q/Diapositive7.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=6.15	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.29	0.85	II (Moderate)	Bahji A., 2021 (NMA)	0.29	-1.93	1.39	t3	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	infliximab	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.3 [-0.83, 0.25] <br> <img src=""https://www.linkpicture.com/q/Diapositive7.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=5.95	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	placebo	aug	-0.3	0.28	II (Moderate)	Bahji A., 2021 (NMA)	0.3	-0.83	0.25	infx	pbo	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	n-acetyl cysteine	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.83 [-1.93, 0.26] <br> <img src=""https://www.linkpicture.com/q/Diapositive1.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=2.26	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	n-acetyl cysteine+acetylsalicylic acid	aug	-0.83	0.56	II (Moderate)	Bahji A., 2021 (NMA)	0.83	-1.93	0.26	nac	nac+asa	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	lithium	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.79 [-1.93, 0.31] <br> <img src=""https://www.linkpicture.com/q/Diapositive2.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=2.36	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	paroxetine	aug	-0.79	0.57	II (Moderate)	Bahji A., 2021 (NMA)	0.79	-1.93	0.31	lit	par	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	lamotrigine	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.43 [-1.17, 0.3] <br> <img src=""https://www.linkpicture.com/q/Diapositive6.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=4.19	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	tranylcypromine	aug	-0.43	0.38	II (Moderate)	Bahji A., 2021 (NMA)	0.43	-1.17	0.3	lam	tran	Acceptability
"<a href='https://doi.org/' target=""_blank"">Bahji A., 2021 (NMA)</a>"	amitriptyline	Discontinuation, due to any cause (Acceptability)	"eSMD=-0.38 [-1.65, 0.89] <br> <img src=""https://www.linkpicture.com/q/Diapositive6.png"" height=""30"" width=""60%"" data-toggle=""tooltip"" data-placement=""right""></img>"	eNNH=4.72	"Moderate <br> <img src=""https://www.linkpicture.com/q/Diapositive2_1.png"" height=""30"" data-toggle=""tooltip"" data-placement=""right""""></img>"	Critically Low	70	Network meta-analysis	Adults	Bipolar Depression	l-sulpride	aug	-0.38	0.65	II (Moderate)	Bahji A., 2021 (NMA)	0.38	-1.65	0.89	amit	l-sulpr	Acceptability
